BindingDB_ID,chEMBL_ID,Ki_nM,IC50_nM,Kd_nM,EC50_nM,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms,IN_ID,chEMBL_URL
BDBM48807,CHEMBL589694,,,,6530.0,SJ000119988,Small molecule,C31H33ClN4O2S,561.15,SJ000119988,IN796,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL589694.png?bgColor=white
BDBM51855,CHEMBL536375,,,,5010.0,TCMDC124032,Small molecule,C27H29N5O2S,487.63,TCMDC-124032,IN797,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL536375.png?bgColor=white
BDBM50174412,CHEMBL19954,,,,30000.0,NSC69187,Small molecule,C18H16N2O,276.34,NSC-69187,IN798,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL19954.png?bgColor=white
BDBM51899,CHEMBL581251,,,,140.0,GNFPf1731,Small molecule,C29H25N2S2+,465.67,GNF-Pf-1731,IN799,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL581251.png?bgColor=white
BDBM51913,CHEMBL599943,,,,11220.0,GNFPf3343,Small molecule,C21H27ClN4OS,418.99,GNF-Pf-3343,IN800,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL599943.png?bgColor=white
BDBM51915,CHEMBL596633,,,,22800.0,GNFPf4029,Small molecule,C21H27ClN4OS,418.99,GNF-Pf-4029,IN801,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL596633.png?bgColor=white
BDBM51916,CHEMBL579082,,,,9980.0,GNFPf2521,Small molecule,C20H24N4O2,352.44,GNF-Pf-2521,IN802,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL579082.png?bgColor=white
BDBM51919,CHEMBL528791,,,,30000.0,TCMDC125142,Small molecule,C26H38N2O4,442.6,TCMDC-125142,IN803,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL528791.png?bgColor=white
BDBM51937,CHEMBL790,,,,30000.0,CHLORHEXIDINE,Small molecule,C22H30Cl2N10,505.46,"Avagard, Hibistat, Chlorhexidine, Exidine",IN804,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL790.png?bgColor=white
BDBM101618,CHEMBL3128043,39.0,,,,PF03758309,Small molecule,C25H30N8OS,490.64,PF-03758309,IN805,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3128043.png?bgColor=white
BDBM85511,CHEMBL469,,36000.0,,,KETOROLAC,Small molecule,C15H13NO3,255.27,Ketorolac,IN806,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL469.png?bgColor=white
BDBM50311017,CHEMBL1078178,,8.0,,,MOMELOTINIB,Small molecule,C23H22N6O2,414.47,"CYT-387, GS-0387, Momelotinib, CYT-11387",IN807,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078178.png?bgColor=white
BDBM50396483,CHEMBL1229517,,950.0,,,VEMURAFENIB,Small molecule,C23H18ClF2N3O3S,489.93,"PLX-4032, Vemurafenib, Ro-5185426, RG-7204, Zelboraf",IN808,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1229517.png?bgColor=white
BDBM50428286,CHEMBL2028663,,26.0,,,DABRAFENIB,Small molecule,C23H20F3N5O2S2,519.57,"GSK2118436A, Dabrafenib, Tafinlar",IN809,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2028663.png?bgColor=white
BDBM26041,CHEMBL373011,,,2.4,,L779450,Small molecule,C20H14ClN3O,347.81,L-779450,IN810,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL373011.png?bgColor=white
BDBM221688,CHEMBL3301612,,0.3,,,ENCORAFENIB,Small molecule,C22H27ClFN7O4S,540.02,"NVP-LGX818-NXA, NVP-LGX818, Encorafenib, LGX-818",IN811,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3301612.png?bgColor=white
BDBM50029085,CHEMBL525191,0.13,,,,GDC0879,Small molecule,C19H18N4O2,334.38,GDC-0879,IN812,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL525191.png?bgColor=white
BDBM50363397,CHEMBL1946170,,28.0,,,REGORAFENIB,Small molecule,C21H15ClF4N4O3,482.82,"BAY-734506 monohydrate, BAY-73-4506, Regorafenib, Stivarga",IN813,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1946170.png?bgColor=white
BDBM50272853,CHEMBL523411,,2.5,,,GSK2118436,Small molecule,C26H21F3N6O,490.49,GSK-2118436,IN814,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL523411.png?bgColor=white
BDBM50272816,CHEMBL505187,,110.0,,,GSK718429A,Small molecule,C32H28N6O2,528.62,GSK718429A,IN815,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL505187.png?bgColor=white
BDBM50420775,CHEMBL581146,,800.0,,,TCMDC125324,Small molecule,C19H14ClN3O2,351.79,TCMDC-125324,IN816,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL581146.png?bgColor=white
BDBM50420782,CHEMBL585972,,230.0,,,GNFPf1078,Small molecule,C16H10N4O3S3,402.48,GNF-Pf-1078,IN817,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL585972.png?bgColor=white
BDBM50095471,CHEMBL12610,,14.0,,,BENZYDAMINE,Small molecule,C19H23N3O,309.41,Benzydamine,IN818,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL12610.png?bgColor=white
BDBM50366492,CHEMBL212948,,800.0,,,DAMNACANTHAL,Small molecule,C16H10O5,282.25,Damnacanthal,IN819,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL212948.png?bgColor=white
BDBM50354361,CHEMBL575039,,100000.0,,,GNFPf2787,Small molecule,C11H13N3S2,251.38,GNF-Pf-2787,IN820,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL575039.png?bgColor=white
BDBM50401284,CHEMBL2204495,,11.0,,,GSK2578215A,Small molecule,C24H18FN3O2,399.43,GSK2578215A,IN821,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2204495.png?bgColor=white
BDBM50010462,CHEMBL3264002,,56.0,,,Ro5126766,Small molecule,C21H18FN5O5S,471.47,"RG-7304, CKI-27",IN822,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3264002.png?bgColor=white
BDBM50142025,CHEMBL176857,,700.0,,,GW442130X,Small molecule,C21H14Br2N2O3,502.16,GW442130X,IN823,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL176857.png?bgColor=white
BDBM50142023,CHEMBL175321,,10000.0,,,GR105659X,Small molecule,C17H13NO2,263.3,GR-105659X,IN824,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL175321.png?bgColor=white
BDBM50375251,CHEMBL218088,,158.0,,,GW435821X,Small molecule,C16H16N2O2,268.32,GW435821X,IN825,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL218088.png?bgColor=white
BDBM50375256,CHEMBL218859,,250.0,,,GW445012X,Small molecule,C17H18N2O,266.34,GW445012X,IN826,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL218859.png?bgColor=white
BDBM50375260,CHEMBL263796,,251.0,,,GW445014X,Small molecule,C15H12Cl2N2O,307.18,GW445014X,IN827,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL263796.png?bgColor=white
BDBM50375263,CHEMBL219148,,1000.0,,,"5-(2,6-Dimethylstyryl)Nicotinonitrile",Small molecule,C16H14N2,234.3,"5-(2,6-Dimethylstyryl)Nicotinonitrile",IN828,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL219148.png?bgColor=white
BDBM50356877,CHEMBL1614710,,41.0,,,OSI930,Small molecule,C22H16F3N3O2S,443.45,OSI-930,IN829,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1614710.png?bgColor=white
BDBM36371,CHEMBL195008,,,,182.0,NECROSTATIN,Small molecule,C13H13N3OS,259.33,"Necrostatin-1, Necrostatin",IN830,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL195008.png?bgColor=white
BDBM15003,CHEMBL247228,2.0,,,,GW770249X,Small molecule,C20H13F4N5O2,431.35,GW770249X,IN831,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL247228.png?bgColor=white
BDBM15004,CHEMBL396107,,320.0,,,GW795486X,Small molecule,C21H13F6N5O2,481.36,GW795486X,IN832,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL396107.png?bgColor=white
BDBM15006,CHEMBL273564,,20.0,,,GW795493X,Small molecule,C20H14F3N5O2,413.36,GW795493X,IN833,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL273564.png?bgColor=white
BDBM58965,CHEMBL523200,,1915.0,,,BI87E7,Small molecule,C13H7N3O5S,317.28,BI-87E7,IN834,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL523200.png?bgColor=white
BDBM63919,CHEMBL423192,,49751.0,,,ANISOMYCIN,Small molecule,C14H19NO4,265.31,"TCMDC-125504, GNF-Pf-4549",IN835,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL423192.png?bgColor=white
BDBM71389,CHEMBL599098,,2124.0,,,GNFPf3641,Small molecule,C12H8BrN3O4,338.12,GNF-Pf-3641,IN836,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL599098.png?bgColor=white
BDBM31074,CHEMBL1445650,,5530.0,,,DNDI1417411,Small molecule,C17H16N2O3S,328.39,DNDI1417411,IN837,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1445650.png?bgColor=white
BDBM93499,CHEMBL535307,,49796.0,,,TCMDC138263,Small molecule,C29H37N3O3,475.63,TCMDC-138263,IN838,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL535307.png?bgColor=white
BDBM50129555,CHEMBL70590,,49786.0,,,BORRELIDIN,Small molecule,C28H43NO6,489.65,Borrelidin,IN839,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL70590.png?bgColor=white
BDBM50293603,CHEMBL98745,,49732.0,,,NARCICLASINE,Small molecule,C14H13NO7,307.26,Narciclasine,IN840,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL98745.png?bgColor=white
BDBM93519,CHEMBL582983,,49771.0,,,GNFPf3792,Small molecule,C17H25NO6,339.39,GNF-Pf-3792,IN841,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL582983.png?bgColor=white
BDBM93529,CHEMBL1889303,,3095.0,,,"1,7-O-Diacetylmethylgeopyxin A",Small molecule,C25H34O7,446.54,"1,7-O-Diacetylmethylgeopyxin A",IN842,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1889303.png?bgColor=white
BDBM50110202,CHEMBL267228,,260.0,,,SB431533,Small molecule,C22H17N3O3,371.4,SB-431533,IN843,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL267228.png?bgColor=white
BDBM50110204,CHEMBL266707,,50000.0,,,SKF86055,Small molecule,C16H12FN3S,297.36,SKF-86055,IN844,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL266707.png?bgColor=white
BDBM50151346,CHEMBL181361,,40.0,,,GW693481X,Small molecule,C16H11N5S,305.37,GW693481X,IN845,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL181361.png?bgColor=white
BDBM50151353,CHEMBL361237,,10.0,,,GW785804X,Small molecule,C17H11FN4S,322.37,GW785804X,IN846,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL361237.png?bgColor=white
BDBM50151363,CHEMBL365663,,10.0,,,GW780159X,Small molecule,C17H11ClN4S,338.82,GW780159X,IN847,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL365663.png?bgColor=white
BDBM50284510,CHEMBL278724,,30000.0,,,SB202474,Small molecule,C17H17N3O,279.34,SB-202474,IN848,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL278724.png?bgColor=white
BDBM50184896,CHEMBL208437,,30.0,,,GW711782X,Small molecule,C24H20N6O,408.47,GW711782X,IN849,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL208437.png?bgColor=white
BDBM50184901,CHEMBL381948,,48.0,,,GW680975X,Small molecule,C19H13FN4,316.34,GW680975X,IN850,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL381948.png?bgColor=white
BDBM50320952,CHEMBL401570,,162.0,,,SB525334,Small molecule,C21H21N5,343.43,SB-525334,IN851,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL401570.png?bgColor=white
BDBM50184871,CHEMBL205158,,12.0,,,GW695874X,Small molecule,C25H25N5O2,427.51,GW695874X,IN852,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL205158.png?bgColor=white
BDBM50184885,CHEMBL202891,,24.0,,,GW679410X,Small molecule,C20H16N4O,328.38,GW679410X,IN853,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL202891.png?bgColor=white
BDBM50184897,CHEMBL206544,,32.0,,,GW682841X,Small molecule,C22H20N4,340.43,GW682841X,IN854,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL206544.png?bgColor=white
BDBM50294011,CHEMBL539433,,25.0,,,AP24163,Small molecule,C29H25F3N8O,558.57,AP-24163,IN855,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL539433.png?bgColor=white
BDBM50187566,CHEMBL206046,400.0,,,,BAS0338876,Small molecule,C17H14IN3OS,435.29,BAS-0338876,IN856,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL206046.png?bgColor=white
BDBM34671,CHEMBL601757,,302.0,,,GNFPf2272,Small molecule,C8H9N5O2,207.19,GNF-Pf-2272,IN857,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL601757.png?bgColor=white
BDBM12,CHEMBL857,,529.0,,,BIOTIN,Small molecule,C10H16N2O3S,244.32,"Biotin, Biotin 100, Vitamin H, Bioepiderm",IN858,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL857.png?bgColor=white
BDBM43224,CHEMBL599924,,73457.0,,,GNFPf159,Small molecule,C16H15N5O2,309.33,GNF-Pf-159,IN859,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL599924.png?bgColor=white
BDBM50711,CHEMBL469424,,20687.0,,,ASTERRIC ACID,Small molecule,C17H16O8,348.31,Asterric Acid,IN860,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL469424.png?bgColor=white
BDBM87465,CHEMBL602772,,31959.0,,,GNFPf1961,Small molecule,C15H10N4O3,294.27,GNF-Pf-1961,IN861,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL602772.png?bgColor=white
BDBM87468,CHEMBL1621108,,52022.0,,,TDR79332,Small molecule,C25H27N3O3S,449.58,TDR79332,IN862,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1621108.png?bgColor=white
BDBM50357312,CHEMBL1873475,,86.0,,,IBRUTINIB,Small molecule,C25H24N6O2,440.51,"CRA-032765, PCI-32765, Ibrutinib, PCI-32765-00, Imbruvica",IN863,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1873475.png?bgColor=white
BDBM50005480,CHEMBL67,,10000.0,,,COMBRETASTATIN A4,Small molecule,C18H20O5,316.35,"NSC-613729, Combrestatin A4",IN864,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL67.png?bgColor=white
BDBM50001839,CHEMBL428647,,10000.0,,,PACLITAXEL,Small molecule,C47H51NO14,853.92,"Paclitaxel, BMS-181339-01, Taxol, Taxol 100, Taxol, Paxene, Pacitaxel, Abraxane, Paclitaxel",IN865,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL428647.png?bgColor=white
BDBM50187567,CHEMBL438610,58000.0,,,,BAS0321734,Small molecule,C16H14N4OS,310.38,BAS-0321734,IN866,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL438610.png?bgColor=white
BDBM50187571,CHEMBL376993,2000.0,,,,BAS09534324,Small molecule,C19H19N3O2S2,385.51,BAS-09534324,IN867,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL376993.png?bgColor=white
BDBM50187565,CHEMBL207986,1300.0,,,,BAS0338872,Small molecule,C17H14IN3OS,435.29,BAS-0338872,IN868,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL207986.png?bgColor=white
BDBM50198782,CHEMBL230686,20.0,,,,TG100435,Small molecule,C26H25Cl2N5O,494.43,TG-100435,IN869,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL230686.png?bgColor=white
BDBM50225370,CHEMBL240158,,9.1,,,SKI249380,Small molecule,C22H25ClFN7OS,490.01,SKI-249380,IN870,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL240158.png?bgColor=white
BDBM19149,CHEMBL98,,100000.0,,,VORINOSTAT,Small molecule,C14H20N2O3,264.32,"Vorinostat, Zolinza",IN871,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL98.png?bgColor=white
BDBM50290422,CHEMBL56904,,100.0,,,Demethyl-imatinib,Small molecule,C28H29N7O,479.59,Demethyl-imatinib,IN872,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL56904.png?bgColor=white
BDBM50294010,CHEMBL556874,,20000.0,,,AP24226,Small molecule,C24H20F3N7O,479.47,AP-24226,IN873,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL556874.png?bgColor=white
BDBM50307768,CHEMBL598797,,2890.0,,,CUDC101,Small molecule,C24H26N4O4,434.5,CUDC-101,IN874,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL598797.png?bgColor=white
BDBM50318870,CHEMBL1084268,,68.0,,,AP23451,Small molecule,C20H28N6O5P2,494.43,AP-23451,IN875,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1084268.png?bgColor=white
BDBM12255,CHEMBL217092,,30.0,,,SARACATINIB,Small molecule,C27H32ClN5O5,542.04,"Saracatinib, AZ-10353926, AZD-0530",IN876,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL217092.png?bgColor=white
BDBM50178612,CHEMBL206834,,26.0,,,BAFETINIB,Small molecule,C30H31F3N8O,576.63,"NS-187, CNS-9, INNO-406, Bafetinib",IN877,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL206834.png?bgColor=white
BDBM50376901,CHEMBL256101,2.04,,,,TG100855,Small molecule,C26H25Cl2N5O2,510.43,TG-100855,IN878,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL256101.png?bgColor=white
BDBM27087,CHEMBL495727,,4.0,,,AT9283,Small molecule,C19H23N7O2,381.44,AT-9283,IN879,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL495727.png?bgColor=white
BDBM50347659,CHEMBL1822792,,7800.0,,,MK2461,Small molecule,C24H25N5O5S,495.56,MK-2461,IN880,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1822792.png?bgColor=white
BDBM50180753,CHEMBL685,4600.0,,,,MEBENDAZOLE,Small molecule,C16H13N3O3,295.3,"R-17635, Mebendazole, Vermox, Telmin, Emverm, Telmintic, Ovex, Mebenvet, Mebendazole",IN881,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL685.png?bgColor=white
BDBM12985,CHEMBL402548,,7.9,,,DANUSERTIB,Small molecule,C26H30N6O3,474.57,"PHA-739358, Danusertib",IN882,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL402548.png?bgColor=white
BDBM11,CHEMBL415690,,,6.0,,BETADEX,Small molecule,C42H70O35,1134.99,"E459, Betadex",IN883,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL415690.png?bgColor=white
BDBM50362781,CHEMBL1738797,,5.3,,,ALECTINIB,Small molecule,C30H34N4O2,482.63,"AF-802, Alectinib, CH-5424802",IN884,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1738797.png?bgColor=white
BDBM50432894,CHEMBL2376648,,1.0,,,X396,Small molecule,C25H25Cl2FN6O3,547.42,X-396,IN885,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2376648.png?bgColor=white
BDBM149404,CHEMBL3545308,,145.0,,,ROCILETINIB,Small molecule,C27H28F3N7O3,555.56,"Rociletinib, CO-1686, CNX-419, AVL-301",IN886,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3545308.png?bgColor=white
BDBM50018830,CHEMBL3286830,0.07,,,,LORLATINIB,Small molecule,C21H19FN6O2,406.42,"Lorlatinib, PF-06463922",IN887,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3286830.png?bgColor=white
BDBM50227519,CHEMBL405130,,2400.0,,,WHIP131,Small molecule,C16H15N3O3,297.31,WHI-P131,IN888,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL405130.png?bgColor=white
BDBM50185140,CHEMBL3545311,,0.37,,,BRIGATINIB,Small molecule,C29H39ClN7O2P,584.11,"Brigatinib, AP-26113, Alunbrig",IN889,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3545311.png?bgColor=white
BDBM246868,CHEMBL3622820,,500.0,,,ITACITINIB,Small molecule,C26H23F4N9O,553.52,"INCB039110, INCB-039110, INCB-39110, Itacitinib",IN890,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3622820.png?bgColor=white
BDBM50004547,CHEMBL2216863,,2000.0,,,DEZAPELISIB,Small molecule,C20H16FN7OS,421.46,"Dezapelisib, INCB040093",IN891,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2216863.png?bgColor=white
BDBM50021574,CHEMBL2105717,,7.0,,,CABOZANTINIB,Small molecule,C28H24FN3O5,501.51,"BMS-907351, Cabozantinib, XL-184, Cometriq, Cabometyx",IN892,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2105717.png?bgColor=white
BDBM50172078,CHEMBL3545307,,2.0,,,MERESTINIB,Small molecule,C30H22F2N6O3,552.54,"LY-2801653, Merestinib",IN893,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3545307.png?bgColor=white
BDBM50248510,CHEMBL489326,,42.0,,,EXELIXIS,Small molecule,C28H23F2N3O5,519.5,Exelixis,IN894,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL489326.png?bgColor=white
BDBM144315,CHEMBL3301622,,1.0,,,GILTERITINIB,Small molecule,C29H44N8O3,552.72,"ASP-2215, Gilteritinib",IN895,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3301622.png?bgColor=white
BDBM50172081,CHEMBL2103851,,1000.0,,,AMUVATINIB,Small molecule,C23H21N5O3S,447.52,"Amuvatinib, HPK-56, HPK56, MP-470",IN896,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2103851.png?bgColor=white
BDBM50382441,CHEMBL2023349,,14.0,,,R428,Small molecule,C30H34N8,506.66,"BGB-324, QC-11751, CS-1046, W-5845, HY-15150, SYN-1131, KB-80319, R-428",IN897,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2023349.png?bgColor=white
BDBM28031,CHEMBL460702,,1.1,,,BMS777607,Small molecule,C25H19ClF2N4O4,512.9,BMS-777607,IN898,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL460702.png?bgColor=white
BDBM50384576,CHEMBL2036808,,37.0,,,PYRAZOLOPYRIMIDINE,Small molecule,C22H29FN6,396.51,Pyrazolopyrimidine,IN899,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2036808.png?bgColor=white
BDBM50200392,CHEMBL383899,,386.0,,,ANILINOPYRIMIDINE1,Small molecule,C21H18F3N5O,413.4,Anilinopyrimidine1,IN900,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL383899.png?bgColor=white
BDBM50175583,CHEMBL3707348,,,,10.0,ACALABRUTINIB,Small molecule,C26H23N7O2,465.52,"ACP-196, Acalabrutinib, Calquence",IN901,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3707348.png?bgColor=white
BDBM50160871,CHEMBL3786343,,1.0,,,OLMUTINIB,Small molecule,C26H26N6O2S,486.6,"HM61713, HM-61713, BI 1482694, Olmutinib",IN902,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3786343.png?bgColor=white
BDBM50399459,CHEMBL2179805,,2.0,,,PF06465469,Small molecule,C30H33N7O2,523.64,PF-06465469,IN903,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2179805.png?bgColor=white
BDBM4363,CHEMBL77030,,2900.0,,,TYRPHOSTIN 47,Small molecule,C10H8N2O2S,220.25,AG-213,IN904,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL77030.png?bgColor=white
BDBM17747,CHEMBL328710,,4700.0,,,SU4312,Small molecule,C17H16N2O,264.33,SU-4312,IN905,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL328710.png?bgColor=white
BDBM103727,CHEMBL3301607,,489.0,,,FILGOTINIB,Small molecule,C21H23N5O3S,425.51,"Filgotinib, G-146034, GLPG-0634",IN906,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3301607.png?bgColor=white
BDBM50310628,CHEMBL1081509,,,8.5,,AB460,Small molecule,C24H23N5O3,429.48,AB-460,IN907,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081509.png?bgColor=white
BDBM50338201,CHEMBL1681932,,622.0,,,JNJ38158471,Small molecule,C15H17ClN6O3,364.79,JNJ-38158471,IN908,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1681932.png?bgColor=white
BDBM50362058,CHEMBL1940274,,100.0,,,AZD2932,Small molecule,C24H25N5O4,447.5,AZD-2932,IN909,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1940274.png?bgColor=white
BDBM50177716,CHEMBL3813873,,11.0,,,PEXIDARTINIB,Small molecule,C20H15ClF3N5,417.82,"Pexidartinib, PLX3397, CML-261",IN910,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3813873.png?bgColor=white
BDBM50375134,CHEMBL258365,,180.0,,,PTERIDINONE,Small molecule,C21H17N5O3,387.4,pteridinone,IN911,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL258365.png?bgColor=white
BDBM50375646,CHEMBL406375,,300.0,,,GTP14564,Small molecule,C15H10N2O,234.26,GTP-14564,IN912,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL406375.png?bgColor=white
BDBM50399537,CHEMBL2180604,,10.0,,,TAK593,Small molecule,C23H23N7O3,445.48,TAK-593,IN913,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2180604.png?bgColor=white
BDBM50014359,CHEMBL476011,,80800.0,,,NSC65031,Small molecule,C15H11NO2,237.26,NSC-65031,IN914,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL476011.png?bgColor=white
BDBM43866,CHEMBL1554,,9000.0,,,DACTINOMYCIN,Protein,C62H86N12O16,1255.44,"GNF-Pf-1977, GNF-Pf-2290, Actinomycin D, Dactinomycin, Cosmegen Lyovac, Cosmegen, Dactinomycin",IN915,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1554.png?bgColor=white
BDBM3003,CHEMBL122243,,800.0,,,CGP191,Small molecule,C17H13N5,287.33,CGP-191,IN916,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL122243.png?bgColor=white
BDBM3096,CHEMBL49120,,44.0,,,PD0166285,Small molecule,C26H27Cl2N5O2,512.44,"TCMDC-140940, PD-0166285",IN917,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL49120.png?bgColor=white
BDBM3973,CHEMBL47986,,2000.0,,,ERBSTATIN,Small molecule,C9H9NO3,179.18,Erbstatin,IN918,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL47986.png?bgColor=white
BDBM4301,CHEMBL296407,,10000.0,,,AG99,Small molecule,C10H8N2O3,204.19,AG-99,IN919,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL296407.png?bgColor=white
BDBM4302,CHEMBL258767,,400.0,,,AG527,Small molecule,C18H16N2O3,308.34,AG-527,IN920,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL258767.png?bgColor=white
